author_pin,aweme_id,cid,collect_stat,comment_language,comment_post_item_ids,create_time,digg_count,image_list,is_author_digged,label_list,no_show,reply_comment,reply_comment_total,reply_id,reply_to_reply_id,status,stick_position,text,text_extra,trans_btn_style,user_buried,user_digged,share_info_acl_code,share_info_acl_extra,share_info_desc,share_info_title,share_info_url,user_account_labels,user_ad_cover_url,user_advance_feature_item_order,user_advanced_feature_info,user_avatar_thumb_uri,user_avatar_thumb_url_list,user_avatar_thumb_url_prefix,user_bold_fields,user_can_message_follow_status_list,user_can_set_geofencing,user_cha_list,user_cover_url,user_custom_verify,user_enterprise_verify_reason,user_events,user_followers_detail,user_geofencing,user_homepage_bottom_toast,user_item_list,user_mutual_relation_avatars,user_need_points,user_nickname,user_platform_sync_info,user_relative_users,user_search_highlight,user_sec_uid,user_shield_edit_field_info,user_type_label,user_uid,user_unique_id,user_user_profile_guide,user_user_tags,user_white_cover_url,sentiment
False,7271160328170327328,7283250388471382817,0,en,,1695763922,0,,False,,False,,0,0,0,1,0,no comments 😭😭😭😭😭😭😭😭😭 uuuuuu,[],1,False,0,0,{},jimisのコメント: no comments 😭😭😭😭😭😭😭😭😭 uuuuuu,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=7199282549603845125&preview_pb=0&share_comment_id=7283250388471382817&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-useast2a-avt-0068-euttp/889505fff2ade550bf910354ac113aed,"['https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/889505fff2ade550bf910354ac113aed~c5_100x100.jpg?lk3s=30310797&nonce=8923&refresh_token=18afdb7cecd421c0aac77e17ca18ac5d&x-expires=1719345600&x-signature=nd61FVOuE%2BpMtPQl0vLYwaLd9ec%3D&shp=30310797&shcp=-', 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/889505fff2ade550bf910354ac113aed~c5_100x100.jpeg?lk3s=30310797&nonce=61072&refresh_token=01f7bf2925007f32fb83242879eee7d2&x-expires=1719345600&x-signature=s2fRWg%2Bo3XovX%2BTrJXn7KY6XCI4%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,jimis,,,,MS4wLjABAAAAeCKyEv1e20YUsaWh1e1KcFO6o3uoN57um11LuzdwXsQ7bnJRDVRb0H7G9w_bJHuB,,,7199282549603845125,jimissarsakis6,,,,0.0
False,7271160328170327328,7283864747379753760,0,en,,1695906954,0,,False,,False,,0,0,0,1,0,Good.Man,[],1,False,0,0,{},Lala Ibrarのコメント: Good.Man,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=7245729055827674138&preview_pb=0&share_comment_id=7283864747379753760&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-useast2a-avt-0068-euttp/7245730329363742746,"['https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7245730329363742746~c5_100x100.jpg?lk3s=30310797&nonce=98675&refresh_token=69e3c93aa81aa942009bab388dbe4eb7&x-expires=1719345600&x-signature=yhspzFht%2FfLNflcNFvBK3jx96Z0%3D&shp=30310797&shcp=-', 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7245730329363742746~c5_100x100.jpeg?lk3s=30310797&nonce=27547&refresh_token=ea26455f19fa55cab6b7431401743628&x-expires=1719345600&x-signature=VtRKvGSmXBZ2uPevrRnp5fQSV14%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,Lala Ibrar,,,,MS4wLjABAAAA6LHP9oex_P8m2uwtre9zLnMyJTIkIqrNZbOgbkzVH-wob3xlB1WYnzBZBudcbqtx,,,7245729055827674138,lala.ibrar3,,,,0.0
False,7271160328170327328,7283225319049347873,0,,,1695758065,0,,False,,False,,0,0,0,1,0,🥰🥰🥰,[],0,False,0,0,{},Andri71のコメント: 🥰🥰🥰,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=7149940999883064325&preview_pb=0&share_comment_id=7283225319049347873&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,musically-maliva-obj/1594805258216454,"['https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?lk3s=30310797&nonce=99570&refresh_token=702762495d5d9239813717b167c51ddf&x-expires=1719345600&x-signature=urdfNfBFrUh8wD9cWGfCFZ1bJMo%3D&shp=30310797&shcp=-', 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpeg?lk3s=30310797&nonce=1176&refresh_token=dc2462d66c1b76dc366da1fc1fcfafe6&x-expires=1719345600&x-signature=uFYynh02G5JQDfH675bPdsB441s%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,Andri71,,,,MS4wLjABAAAA-IEATM9_8ifuQUyIUhcknwnLBAfblzys4fy8zJkOCFt9WliXJ_OGk7Tt2TW-FJH4,,,7149940999883064325,user2077742816581,,,,0.0
False,7271160328170327328,7291048815758590752,0,en,,1697579644,0,,False,,False,,0,0,0,1,0,Goldman Sachs,[],1,False,0,0,{},andrechrisgprのコメント: Goldman Sachs,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=6833658540173083653&preview_pb=0&share_comment_id=7291048815758590752&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-maliva-avt-0068/7330487019174363142,"['https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7330487019174363142~c5_100x100.jpg?lk3s=30310797&nonce=54323&refresh_token=adb0df76d3dbe46f6950c2bc113cc9ab&x-expires=1719345600&x-signature=whfP8F6AOk4b9Hjq3vtDm2okcyk%3D&shp=30310797&shcp=-', 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7330487019174363142~c5_100x100.jpeg?lk3s=30310797&nonce=24199&refresh_token=8c9b2c9359058f8e27e35c1384c63ac3&x-expires=1719345600&x-signature=o6OhkjoFGuUClnWH77GhUXyP%2BlI%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,andrechrisgpr,,,,MS4wLjABAAAACpNH3qMuE0tjaO7mxm3c5WyA9gFhKIk7XqozTEJNmUryz9ZJQ_YxxQkcL9fydh0e,,,6833658540173083653,andrechrisgpr,,,,0.0
False,7271160328170327328,7273141820702704416,0,el,,1693410319,454,,False,,False,,16,0,0,1,0,Να καταργήσετε την βουλευτική ασυλία κ ο μισθός βουλευτή και Υπουργού να εξισωθεί με το λοιπό μισθολόγιο…τότε ΙΣΩΣ σας πιστέψω….,[],1,False,0,0,{},…のコメント: Να καταργήσετε την βουλευτική ασυλία κ ο μισθός βουλευτή και Υπουργού να εξισωθεί με το λοιπό μισθολόγιο…τότε ΙΣΩΣ σας πιστέψω….,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=6763791411248153606&preview_pb=0&share_comment_id=7273141820702704416&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-maliva-avt-0068/7325401118245126149,"['https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7325401118245126149~c5_100x100.jpg?lk3s=30310797&nonce=19887&refresh_token=e7f801e5e025b102badae0f087d8ff96&x-expires=1719345600&x-signature=IpFXvGXdxVqYOfBqwlmomCPLDww%3D&shp=30310797&shcp=-', 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7325401118245126149~c5_100x100.jpeg?lk3s=30310797&nonce=87973&refresh_token=20007d23855f69a4227e37a58a8ac6d3&x-expires=1719345600&x-signature=g2sdu7IKzQQVuWs%2Fz0MfZyX1OX8%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,…,,,,MS4wLjABAAAAqwihTFidQttUHdlCCBPYYgV5rlU_w88CTf9OBe0G56QYWeKEfvuzNxpdTZ1WPRwT,,,6763791411248153606,1a_._a,,,,0.0
False,7271160328170327328,7273384012256379681,0,el,,1693466735,299,,False,,False,,111,0,0,1,0,"Αγαπητέ Στέφανε πολιτικός γεννιέσαι δεν γίνεσαι. Θελει λόγο, attitude, πειθω. Συμπαθέστατος αλλά όχι πολιτικός.",[],1,False,0,0,{},"Eleni Tsiouのコメント: Αγαπητέ Στέφανε πολιτικός γεννιέσαι δεν γίνεσαι. Θελει λόγο, attitude, πειθω. Συμπαθέστατος αλλά όχι πολιτικός.",👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=6812161760684393478&preview_pb=0&share_comment_id=7273384012256379681&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-maliva-avt-0068/27ee8f1481999bad9ee4ec23c43915e2,"['https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/27ee8f1481999bad9ee4ec23c43915e2~c5_100x100.jpg?lk3s=30310797&nonce=26224&refresh_token=d4b1ac940e8c6841b4c0702da0d5ee51&x-expires=1719345600&x-signature=LD%2BWY1gGu2qU54ZjAwYc5MbmGrQ%3D&shp=30310797&shcp=-', 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/27ee8f1481999bad9ee4ec23c43915e2~c5_100x100.jpeg?lk3s=30310797&nonce=8676&refresh_token=e7200b3eee36143b042f0f0735c3774b&x-expires=1719345600&x-signature=dridCeatNd5EOSawswY3MYV0lss%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,Eleni Tsiou,,,,MS4wLjABAAAA3spIeQ2yJbGuDmC4dAluDJIkshU8q_YhIG6iZaAkl-uIYl3FPds5FOWjMo2Y3pno,,,6812161760684393478,elenitsiou,,,,0.0
False,7271160328170327328,7273466170912801569,0,el,,1693485853,265,,False,,False,,40,0,0,1,0,Μείωση ορίου ηλικίας για συνταξη. ποιος ανθρωπος μπορει να δουλευει στα 60 του;;;,[],1,False,0,0,{},anael2579のコメント: Μείωση ορίου ηλικίας για συνταξη. ποιος ανθρωπος μπορει να δουλευει στα 60 του;;;,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=6903922004640252934&preview_pb=0&share_comment_id=7273466170912801569&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-maliva-avt-0068/7199011865119162374,"['https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7199011865119162374~c5_100x100.jpg?lk3s=30310797&nonce=18349&refresh_token=b2770c2ef5ba1acabf2ecd73a69a077e&x-expires=1719345600&x-signature=WKgzI2omRjamDCbgQMb1cMQ64HU%3D&shp=30310797&shcp=-', 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7199011865119162374~c5_100x100.jpeg?lk3s=30310797&nonce=14782&refresh_token=72502aeb7cbe9861b40c5f271211dcf2&x-expires=1719345600&x-signature=Zxf9FnFIvEev5gCRfcCVOYXRCEE%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,anael2579,,,,MS4wLjABAAAAKZoCc7kxf_uadPUR9dJ7h27k_Kk9S_9d1fUbSmzlis1EimVBzxrYCte6YMN954Ro,,,6903922004640252934,anael2579,,,,0.0
False,7271160328170327328,7280275052745196320,0,el,,1695071152,465,,False,,False,,96,0,0,1,0,καλώς την κούκλα..,[],1,False,0,0,{},gioのコメント: καλώς την κούκλα..,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=7276157843680805921&preview_pb=0&share_comment_id=7280275052745196320&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-useast2a-avt-0068-euttp/e21bb01ee8c43db9a3523a4f2717d590,"['https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e21bb01ee8c43db9a3523a4f2717d590~c5_100x100.jpg?lk3s=30310797&nonce=65130&refresh_token=aaa4734cd2bad4795310ac9e0a0f4847&x-expires=1719345600&x-signature=QZpQy72ErUMy9OnOSbMyMZe35iY%3D&shp=30310797&shcp=-', 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/e21bb01ee8c43db9a3523a4f2717d590~c5_100x100.jpeg?lk3s=30310797&nonce=96407&refresh_token=77d5dd38c0f2c302440aba66571311b7&x-expires=1719345600&x-signature=w8JqpwUI8jCOVpbeXhbI6RRYIXg%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,gio,,,,MS4wLjABAAAAz-UQ8Zbca7KEFwMpI-xwixXyIaY9NIt8QgQjZBTGODnKwYN7I0Lvnv3dqBG5nads,,,7276157843680805921,gio56991,,,,0.0
False,7271160328170327328,7274858133599404832,0,el,,1693809981,197,,False,,False,,3,0,0,1,0,"Διαχωρισμό κράτους εκκλησίας.
Μείωση βουλευτών.
Μείωση βουλευτικής ασυλίας.
Μείωση προνομιων βουλευτών και συν αυτώ..
Κ. Κασσελακη να τα δω!!!",[],1,False,0,0,{},"Λένα Μπελε.のコメント: Διαχωρισμό κράτους εκκλησίας.
Μείωση βουλευτών.
Μείωση βουλευτικής ασυλίας.
Μείωση προνομιων βουλευτών και συν αυτώ..
Κ. Κασσελακη να τα δω!!!",👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=7123298930456527877&preview_pb=0&share_comment_id=7274858133599404832&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-useast2a-avt-0068-euttp/5464e45fa77bbe1dd61d3db469f5b557,"['https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/5464e45fa77bbe1dd61d3db469f5b557~c5_100x100.jpg?lk3s=30310797&nonce=38586&refresh_token=d7f9163b8425f2922ee97dfe938e5509&x-expires=1719345600&x-signature=9ClaFJ6HeHcjLqLOYZV5xpKe5rQ%3D&shp=30310797&shcp=-', 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/5464e45fa77bbe1dd61d3db469f5b557~c5_100x100.jpeg?lk3s=30310797&nonce=72107&refresh_token=3254649d2ae9b3181771ad23dd544971&x-expires=1719345600&x-signature=WGc5L8tlAGoHOOX%2Bw4ZzFFVtT9o%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,Λένα Μπελε.,,,,MS4wLjABAAAA174CeWlog68CmcUvutcp688-xPLdK6qpXRzbMFFZQwcOUwSLbqgg62Rp566EyTH0,,,7123298930456527877,user9900291912613,,,,0.0
False,7271160328170327328,7271357104169190176,0,el,,1692994775,208,,False,,False,,17,0,0,1,0,Προχώρα και σε Στηρίζουμε Στέφανε.!!!❤,[],1,False,0,0,{},ioannaloukのコメント: Προχώρα και σε Στηρίζουμε Στέφανε.!!!❤,👉 Δείτε περισσότερα για την πλατφόρμα στο προφίλ μου στο instagram. #tiktok #tiktokgreece #fyp #fypgreece ,https://m.tiktok.com/v/7271160328170327328.html?_d=eelk5ke8b4e72f&comment_author_id=7102852957334438918&preview_pb=0&share_comment_id=7271357104169190176&share_item_id=7271160328170327328&sharer_language=ja-JP&source=h5_m&u_code=0,,,,,tos-useast2a-avt-0068-giso/7229788173432750107,"['https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/7229788173432750107~c5_100x100.jpg?lk3s=30310797&nonce=87326&refresh_token=7d0c53fb2ecb29c6348fbdd104782d30&x-expires=1719345600&x-signature=2A%2Fp1Stke7PfDqWhmywr6Yo4XnE%3D&shp=30310797&shcp=-', 'https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/7229788173432750107~c5_100x100.jpeg?lk3s=30310797&nonce=99541&refresh_token=be49757af36cf910a53e814611f65be8&x-expires=1719345600&x-signature=BsfySPh9O0F4b5fMFqX1F2OxRYQ%3D&shp=30310797&shcp=-']",,,,,,,,,,,,,,,,ioannalouk,,,,MS4wLjABAAAAqFdt8bct3yo45z1FT7IFVO18Qe06ICNJsZABtkAg-B_o9_ODkbV0NmzmN7rRqgFz,,,7102852957334438918,ioannalouk8,,,,0.0
